Rank	Name	RegType	Chrom	Start	End	Strand	ScorePerCodon	NumCodons	Bls	AntiScorePerCodon	ScoreDiff	Parent	SvmScore	SvmAntisenseScore
171	chr17:66964671-66964823+	NoOverlap	chr17	66964671	66964823	+	1.9363627451	51	0.2395	1.04384705882	0.892515686275	NA	0.368057348765	0.589975785511
172	chr17:30708992-30709192+	NoOverlap	chr17	30708992	30709192	+	1.85954925373	67	0.2497	1.08918208955	0.770367164179	NA	0.366877345008	0.651840278379
173	chr17:2179690-2179848-	NoOverlap	chr17	2179690	2179848	-	-0.844543396226	53	1.0	-1.15857169811	0.314028301887	NA	0.365946310243	0.586993038937
174	chr17:45584924-45584998+	NoOverlap	chr17	45584924	45584998	+	1.935084	25	0.1232	0.53932	1.395764	NA	0.365458275859	0.475167901285
175	chr17:28339477-28339521+	Extension	chr17	28339477	28339521	+	11.8565066667	15	1.0	8.59477333333	3.26173333333	chr17:28339477-28339725+	0.364273012123	0.450645144875
176	chr17:15742885-15742959+	NoOverlap	chr17	15742885	15742959	+	2.299128	25	0.1203	-2.061152	4.36028	NA	0.364223692408	0.646844712999
177	chr17:48598152-48598301+	Extension	chr17	48598152	48598301	+	-0.428012	50	0.9967	-1.232838	0.804826	chr17:48598008-48598301+	0.363917045334	0.596638845879
178	chr17:43232089-43232160-	NoOverlap	chr17	43232089	43232160	-	3.01497916667	24	0.1127	0.831566666667	2.1834125	NA	0.363478286796	0.50865652339
179	chr17:43267966-43268037-	NoOverlap	chr17	43267966	43268037	-	2.94674166667	24	0.1139	0.535783333333	2.41095833333	NA	0.36300899069	0.522639938058
180	chr17:15743411-15743485+	NoOverlap	chr17	15743411	15743485	+	5.299052	25	0.121	-2.150772	7.449824	NA	0.363001540473	0.818060704056
181	chr17:36629457-36629483+	NoOverlap	chr17	36629457	36629483	+	12.9185777778	9	0.9982	-7.8604	20.7789777778	NA	0.362558617105	1.05750930451
182	chr17:18706611-18706790-	NoOverlap	chr17	18706611	18706790	-	2.631715	60	0.2569	-4.22021666667	6.85193166667	NA	0.361181879847	0.952023709229
183	chr17:7884713-7884805-	Extension	chr17	7884713	7884805	-	1.91611612903	31	0.1871	1.71986774194	0.196248387097	chr17:7884713-7885027-	0.360613003426	0.440631288337
184	chr17:56596898-56597011-	NoOverlap	chr17	56596898	56597011	-	3.88536315789	38	0.9011	0.506552631579	3.37881052632	NA	0.360601418646	0.665232164432
185	chr17:2085721-2085858-	NoOverlap	chr17	2085721	2085858	-	-0.107647826087	46	1.0	-1.7066673913	1.59901956522	NA	0.359855487242	0.619324120351
186	chr17:7884714-7884806+	Extension	chr17	7884714	7884806	+	1.49617741935	31	0.1869	1.98165806452	-0.485480645161	chr17:7884714-7884908+	0.359534280468	0.404979028558
187	chr17:39607790-39607903+	NoOverlap	chr17	39607790	39607903	+	2.56196578947	38	0.956	-0.390121052632	2.95208684211	NA	0.358911702039	0.644277662341
188	chr17:43235120-43235188-	NoOverlap	chr17	43235120	43235188	-	2.92126521739	23	0.1111	1.02292608696	1.89833913043	NA	0.358684608295	0.485850008696
189	chr17:81531291-81531404-	NoOverlap	chr17	81531291	81531404	-	7.49116578947	38	0.1681	-17.0953736842	24.5865394737	NA	0.356834022001	1.02530178885
190	chr17:61157685-61157837-	NoOverlap	chr17	61157685	61157837	-	-0.0563078431373	51	0.9791	-0.0850117647059	0.0287039215686	NA	0.355146611954	0.555328500669
191	chr17:48600552-48600608+	NoOverlap	chr17	48600552	48600608	+	6.55205789474	19	0.998	-2.25638421053	8.80844210526	NA	0.353375927698	0.840632833324
192	chr17:65210606-65210647+	Extension	chr17	65210606	65210647	+	14.6399071429	14	0.9359	7.69282142857	6.94708571429	chr17:65210486-65210647+	0.353239225698	0.643844212605
193	chr17:1400112-1400297-	NoOverlap	chr17	1400112	1400297	-	-2.04291612903	62	0.9802	-2.41561129032	0.37269516129	NA	0.353060004754	0.637747522435
194	chr17:43242024-43242089+	NoOverlap	chr17	43242024	43242089	+	3.15428181818	22	0.1185	2.69143181818	0.46285	NA	0.35287327609	0.394085645373
195	chr17:17855852-17855878-	NoOverlap	chr17	17855852	17855878	-	14.7113555556	9	0.9858	-2.61821111111	17.3295666667	NA	0.3505756405	1.01767031722
196	chr17:75894903-75894989-	NoOverlap	chr17	75894903	75894989	-	8.64394482759	29	0.7739	0.193524137931	8.45042068966	NA	0.350369241401	0.891056362731
197	chr17:61145241-61145366-	NoOverlap	chr17	61145241	61145366	-	0.555547619048	42	1.0	-0.958671428571	1.51421904762	NA	0.350102236257	0.589773832559
198	chr17:65932068-65932133-	NoOverlap	chr17	65932068	65932133	-	1.50491818182	22	0.1133	-2.52347272727	4.02839090909	NA	0.349580877712	0.608920969266
199	chr17:68205761-68205823-	NoOverlap	chr17	68205761	68205823	-	3.49641428571	21	0.1112	1.7805047619	1.71590952381	NA	0.348701536471	0.458513056415
200	chr17:2707684-2707725-	NoOverlap	chr17	2707684	2707725	-	10.8398642857	14	0.9932	3.74122142857	7.09864285714	NA	0.347664865047	0.680988355962
201	chr17:48311029-48311145-	NoOverlap	chr17	48311029	48311145	-	1.29835641026	39	0.9996	0.0346564102564	1.2637	NA	0.347170103063	0.554033471513
202	chr17:68205924-68205995+	NoOverlap	chr17	68205924	68205995	+	3.45909166667	24	0.1616	3.18659583333	0.272495833333	NA	0.347088293934	0.39216237609
203	chr17:30709175-30709453-	NoOverlap	chr17	30709175	30709453	-	0.909087096774	93	0.2379	0.864101075269	0.0449860215054	NA	0.347018349904	0.700597431898
204	chr17:76274208-76274237-	NoOverlap	chr17	76274208	76274237	-	27.22564	10	0.9785	5.10429	22.12135	NA	0.346666178474	1.06974265611
205	chr17:7614534-7614716+	Extension	chr17	7614534	7614716	+	5.4353147541	61	0.7159	6.53532295082	-1.10000819672	chr17:7614459-7614716+	0.346572784932	0.474447618902
206	chr17:58544196-58544222-	NoOverlap	chr17	58544196	58544222	-	10.0622333333	9	0.9938	-18.1899888889	28.2522222222	NA	0.344887139591	0.96246288018
207	chr17:39548916-39549005+	NoOverlap	chr17	39548916	39549005	+	3.05369333333	30	0.9992	-0.73533	3.78902333333	NA	0.344605353051	0.644591644493
208	chr17:45620692-45620790-	NoOverlap	chr17	45620692	45620790	-	1.90611818182	33	0.2146	1.78099393939	0.125124242424	NA	0.343673266903	0.447852676255
209	chr17:38596089-38596130-	NoOverlap	chr17	38596089	38596130	-	10.8364428571	14	1.0	5.11233571429	5.72410714286	NA	0.343276115666	0.599549686327
210	chr17:31391674-31391763-	NoOverlap	chr17	31391674	31391763	-	3.16214666667	30	0.2067	1.11037	2.05177666667	NA	0.342790084654	0.537866256881
211	chr17:28339449-28339520-	Extension	chr17	28339449	28339520	-	6.68872083333	24	0.9934	6.0292375	0.659483333333	chr17:28339449-28339631-	0.342312898574	0.390449825157
212	chr17:49110451-49110513-	NoOverlap	chr17	49110451	49110513	-	2.66552857143	21	0.1244	-3.23932380952	5.90485238095	NA	0.341257778346	0.705207848814
213	chr17:39173973-39174080-	NoOverlap	chr17	39173973	39174080	-	1.498125	36	0.9892	-2.18708888889	3.68521388889	NA	0.341024841185	0.679570945196
214	chr17:653098-653160-	NoOverlap	chr17	653098	653160	-	14.0281952381	21	0.7511	4.92520952381	9.10298571429	NA	0.340917593647	0.835888235703
215	chr17:1423543-1423674+	NoOverlap	chr17	1423543	1423674	+	-0.221195454545	44	0.9997	-2.11390909091	1.89271363636	NA	0.340495491971	0.625909322981
216	chr17:36930311-36930445-	NoOverlap	chr17	36930311	36930445	-	-0.601202222222	45	1.0	-2.94532888889	2.34412666667	NA	0.3398887577	0.657619348371
217	chr17:19633207-19633269+	NoOverlap	chr17	19633207	19633269	+	9.05940952381	21	0.8607	-5.16353333333	14.2229428571	NA	0.339409376044	1.05745657207
218	chr17:64562930-64562956+	NoOverlap	chr17	64562930	64562956	+	13.8049888889	9	0.982	-5.1767	18.9816888889	NA	0.339140854178	1.04528263915
219	chr17:31391675-31391764-	NoOverlap	chr17	31391675	31391764	-	1.5457	30	0.2065	-0.0452233333333	1.59092333333	NA	0.338518198999	0.519396177122
220	chr17:7885219-7885353+	NoOverlap	chr17	7885219	7885353	+	3.32120444444	45	0.2557	2.21497333333	1.10623111111	NA	0.33834507569	0.562614966781
221	chr17:2071917-2072039+	NoOverlap	chr17	2071917	2072039	+	0.333787804878	41	1.0	-1.71545609756	2.04924390244	NA	0.337865762846	0.616363605708
222	chr17:40074413-40074523+	NoOverlap	chr17	40074413	40074523	+	1.86906756757	37	0.9846	0.0307702702703	1.8382972973	NA	0.337206292091	0.573887313137
223	chr17:39618496-39618642+	NoOverlap	chr17	39618496	39618642	+	-0.704965306122	49	0.9644	-3.85481428571	3.14984897959	NA	0.335426176717	0.721667753842
224	chr17:48598070-48598189+	NoOverlap	chr17	48598070	48598189	+	0.273345	40	0.9942	-3.10093	3.374275	NA	0.335131545793	0.686631078144
225	chr17:62065878-62066000-	NoOverlap	chr17	62065878	62066000	-	1.23305121951	41	0.9641	-1.16790487805	2.40095609756	NA	0.335004499537	0.633322356253
226	chr17:67945774-67945830-	NoOverlap	chr17	67945774	67945830	-	6.39816315789	19	0.9641	-6.35734736842	12.7555105263	NA	0.334201088886	1.00453019098
227	chr17:43242035-43242088-	NoOverlap	chr17	43242035	43242088	-	4.10026666667	18	0.1175	4.1567	-0.0564333333333	NA	0.33261410016	0.333493603031
228	chr17:74424763-74424798+	NoOverlap	chr17	74424763	74424798	+	12.46995	12	0.9482	-3.63435	16.1043	NA	0.332424754307	1.02549333604
229	chr17:45620508-45620594+	NoOverlap	chr17	45620508	45620594	+	2.77127586207	29	0.212	0.8802	1.89107586207	NA	0.332373924991	0.524091920522
230	chr17:30709149-30709454+	NoOverlap	chr17	30709149	30709454	+	0.842385294118	102	0.2341	0.765928431373	0.0764568627451	NA	0.332162387479	0.719179298759
231	chr17:36701914-36702042-	NoOverlap	chr17	36701914	36702042	-	-0.0314558139535	43	1.0	-1.36978139535	1.3383255814	NA	0.331933379345	0.588152176031
232	chr17:56482338-56482463-	NoOverlap	chr17	56482338	56482463	-	0.140866666667	42	1.0	-1.28282857143	1.4236952381	NA	0.330821741941	0.586706265333
233	chr17:45234820-45234855-	NoOverlap	chr17	45234820	45234855	-	10.91995	12	1.0	1.81750833333	9.10244166667	NA	0.33078194309	0.771535661305
234	chr17:45620486-45620572-	NoOverlap	chr17	45620486	45620572	-	3.2017137931	29	0.2155	2.03221724138	1.16949655172	NA	0.329940035074	0.477421222348
235	chr17:48503982-48504008-	NoOverlap	chr17	48503982	48504008	-	14.4521777778	9	0.989	1.6662	12.7859777778	NA	0.329772316158	0.884331224687
236	chr17:28951397-28951564-	NoOverlap	chr17	28951397	28951564	-	1.04572142857	56	0.8692	0.326185714286	0.719535714286	NA	0.329678026173	0.610172141952
237	chr17:50560668-50560835-	NoOverlap	chr17	50560668	50560835	-	1.63650535714	56	0.818	-1.05484464286	2.69135	NA	0.329652245441	0.721228626039
238	chr17:2067657-2067767-	NoOverlap	chr17	2067657	2067767	-	1.89779459459	37	0.9835	0.628818918919	1.26897567568	NA	0.328825097129	0.539218457646
239	chr17:43267374-43267424-	NoOverlap	chr17	43267374	43267424	-	3.29942941176	17	0.1059	1.19009411765	2.10933529412	NA	0.327772269504	0.457037463881
240	chr17:64919021-64919386+	NoOverlap	chr17	64919021	64919386	+	1.60474590164	122	0.188	1.65804590164	-0.0533	NA	0.326203998989	0.734848984739
241	chr17:30709350-30709526-	NoOverlap	chr17	30709350	30709526	-	1.25729661017	59	0.2729	0.0440322033898	1.21326440678	NA	0.326202005499	0.650373753451
242	chr17:1006999-1007055-	NoOverlap	chr17	1006999	1007055	-	2.36876315789	19	0.1467	-0.270636842105	2.6394	NA	0.325623094391	0.506341302324
243	chr17:35522815-35522859-	NoOverlap	chr17	35522815	35522859	-	12.1893	15	0.8766	-14.4665466667	26.6558466667	NA	0.325157950493	1.00722681137
244	chr17:82519828-82519887-	Extension	chr17	82519828	82519887	-	3.111595	20	0.1651	1.891175	1.22042	chr17:82519828-82519947-	0.323731304905	0.426094045346
245	chr17:43231604-43231651+	NoOverlap	chr17	43231604	43231651	+	5.2416	16	0.1121	4.81331875	0.42828125	NA	0.323250387854	0.338781709045
246	chr17:1400219-1400302+	NoOverlap	chr17	1400219	1400302	+	3.351525	28	0.9988	-0.190078571429	3.54160357143	NA	0.323170471939	0.615465586187
247	chr17:61399760-61399945-	NoOverlap	chr17	61399760	61399945	-	-0.0831032258065	62	0.8757	-0.636598387097	0.55349516129	NA	0.323021524097	0.635458721006
248	chr17:40642460-40642594+	NoOverlap	chr17	40642460	40642594	+	-0.40178	45	1.0	-0.876873333333	0.475093333333	NA	0.322755836108	0.552151075802
249	chr17:43234635-43234682+	NoOverlap	chr17	43234635	43234682	+	4.96799375	16	0.1177	5.09133125	-0.1233375	NA	0.322231284049	0.310511594825
250	chr17:48015667-48015720+	NoOverlap	chr17	48015667	48015720	+	1.76827777778	18	0.1402	-1.29891111111	3.06718888889	NA	0.321768294824	0.526963389717
251	chr17:22532612-22532659+	NoOverlap	chr17	22532612	22532659	+	4.04099375	16	0.1033	0.07946875	3.961525	NA	0.321688060094	0.553391109672
252	chr17:8138880-8138963-	NoOverlap	chr17	8138880	8138963	-	4.29737857143	28	0.9841	2.16472142857	2.13265714286	NA	0.321644163436	0.523720805471
253	chr17:45620538-45620618-	NoOverlap	chr17	45620538	45620618	-	1.90694814815	27	0.212	0.347722222222	1.55922592593	NA	0.321017159133	0.497114163652
254	chr17:653168-653209-	NoOverlap	chr17	653168	653209	-	18.2869214286	14	0.8346	10.2680357143	8.01888571429	NA	0.320497540415	0.677669731905
255	chr17:64919020-64919391-	NoOverlap	chr17	64919020	64919391	-	1.64280080645	124	0.1898	1.58887016129	0.0539306451613	NA	0.320461202062	0.738588995198
256	chr17:46266800-46266865+	NoOverlap	chr17	46266800	46266865	+	4.04937727273	22	0.1903	1.2898	2.75957727273	NA	0.319848035143	0.524207099422
257	chr17:22532523-22532570+	Extension	chr17	22532523	22532570	+	0.57089375	16	0.1054	-3.4733875	4.04428125	chr17:22532439-22532570+	0.318530168587	0.570837523127
258	chr17:43267483-43267527-	NoOverlap	chr17	43267483	43267527	-	5.33340666667	15	0.1059	4.11672	1.21668666667	NA	0.318503525547	0.37679267309
259	chr17:43231606-43231650-	NoOverlap	chr17	43231606	43231650	-	5.68672666667	15	0.112	5.46459333333	0.222133333333	NA	0.318102344832	0.317250316609
260	chr17:48149517-48149630-	NoOverlap	chr17	48149517	48149630	-	0.903294736842	38	0.9994	-0.315	1.21829473684	NA	0.318101747068	0.548131748852
261	chr17:28329208-28329237+	NoOverlap	chr17	28329208	28329237	+	8.85877	10	1.0	-11.10488	19.96365	NA	0.317466913467	1.05879711542
262	chr17:7242416-7242487+	NoOverlap	chr17	7242416	7242487	+	4.86988333333	24	0.9619	-2.88430416667	7.7541875	NA	0.317375896822	0.827282424563
263	chr17:58755715-58755759-	NoOverlap	chr17	58755715	58755759	-	10.1440933333	15	0.9618	1.77712	8.36697333333	NA	0.316555086751	0.766530354642
264	chr17:44748684-44748710+	NoOverlap	chr17	44748684	44748710	+	15.5155333333	9	0.951	-11.6997777778	27.2153111111	NA	0.313887015288	1.02214228933
265	chr17:62524221-62524346-	NoOverlap	chr17	62524221	62524346	-	0.264223809524	42	0.9983	0.281573809524	-0.01735	NA	0.313789392209	0.50302912501
266	chr17:37233214-37233372-	NoOverlap	chr17	37233214	37233372	-	-0.9938	53	0.9717	-0.440839622642	-0.552960377358	NA	0.313683890074	0.541120493275
267	chr17:41449102-41449131-	Extension	chr17	41449102	41449131	-	27.77378	10	0.9498	5.37844	22.39534	chr17:41449069-41449131-	0.313314582622	1.07143673277
268	chr17:43591829-43591978-	NoOverlap	chr17	43591829	43591978	-	0.52915	50	0.9099	-0.978258	1.507408	NA	0.312832721354	0.631069027037
269	chr17:80896331-80896372+	NoOverlap	chr17	80896331	80896372	+	5.05461428571	14	0.1097	4.36562142857	0.688992857143	NA	0.312674557291	0.343087340653
270	chr17:26982092-26982151+	Extension	chr17	26982092	26982151	+	7.607425	20	0.1946	6.1978	1.409625	chr17:26982035-26982151+	0.312557886427	0.404066673225
271	chr17:28951299-28951466-	Extension	chr17	28951299	28951466	-	0.433292857143	56	0.8415	-3.28204107143	3.71533392857	chr17:28951299-28951544-	0.312397074054	0.781507285837
272	chr17:81393978-81394091-	NoOverlap	chr17	81393978	81394091	-	2.52123947368	38	0.912	-1.11023684211	3.63147631579	NA	0.311985109979	0.685665841541
273	chr17:48598270-48598392+	NoOverlap	chr17	48598270	48598392	+	0.159836585366	41	0.9996	-0.590931707317	0.750768292683	NA	0.311790170153	0.54241103961
274	chr17:82519893-82519946-	NoOverlap	chr17	82519893	82519946	-	3.24101666667	18	0.169	2.35561666667	0.8854	NA	0.311281036972	0.393849581689
275	chr17:61399787-61400038+	NoOverlap	chr17	61399787	61400038	+	-0.422029761905	84	0.7728	-1.94368095238	1.52165119048	NA	0.310740566718	0.751912407962
276	chr17:7885085-7885141-	Extension	chr17	7885085	7885141	-	0.593373684211	19	0.1725	0.258184210526	0.335189473684	chr17:7885034-7885141-	0.310053704993	0.391892981584
277	chr17:49788748-49788834+	Extension	chr17	49788748	49788834	+	3.18859655172	29	0.9886	0.101324137931	3.08727241379	chr17:49788748-49788858+	0.309976645696	0.594957146625
278	chr17:7019591-7019698+	NoOverlap	chr17	7019591	7019698	+	1.29686388889	36	0.9741	-2.32969722222	3.62656111111	NA	0.309825187862	0.6765174928
279	chr17:58755786-58755893-	NoOverlap	chr17	58755786	58755893	-	3.105125	36	0.9161	0.171552777778	2.93357222222	NA	0.308568581339	0.629211797705
280	chr17:31391768-31391851-	Extension	chr17	31391768	31391851	-	1.39663928571	28	0.2274	0.723539285714	0.6731	chr17:31391768-31392013-	0.308149929933	0.455082475129
281	chr17:48555453-48555614-	NoOverlap	chr17	48555453	48555614	-	-0.220033333333	54	0.9181	-0.790059259259	0.570025925926	NA	0.307654904978	0.601653415738
282	chr17:57682684-57682710-	NoOverlap	chr17	57682684	57682710	-	13.4200888889	9	0.9695	-4.23296666667	17.6530555556	NA	0.307018663492	1.02868159082
283	chr17:7843608-7843691-	NoOverlap	chr17	7843608	7843691	-	3.35256785714	28	0.9715	-1.99133571429	5.34390357143	NA	0.306377776617	0.722846622113
284	chr17:30600477-30600560+	NoOverlap	chr17	30600477	30600560	+	3.95205	28	0.2374	0.532185714286	3.41986428571	NA	0.306241945528	0.60559275053
285	chr17:31391769-31391852+	Extension	chr17	31391769	31391852	+	1.43819642857	28	0.2295	1.43309285714	0.00510357142857	chr17:31391769-31392011+	0.305701971726	0.416670821707
286	chr17:38657532-38657582-	NoOverlap	chr17	38657532	38657582	-	6.02842941176	17	0.9941	-4.60331764706	10.6317470588	NA	0.305667339746	0.909718932504
287	chr17:68205989-68206231+	NoOverlap	chr17	68205989	68206231	+	3.84719259259	81	0.2916	2.35119382716	1.49599876543	NA	0.305435955406	0.718389089005
288	chr17:43231635-43231673-	NoOverlap	chr17	43231635	43231673	-	7.05412307692	13	0.1132	2.73439230769	4.31973076923	NA	0.305275968049	0.533116513381
289	chr17:29589379-29589552-	Extension	chr17	29589379	29589552	-	1.17195689655	58	0.285	0.859963793103	0.311993103448	chr17:29589316-29589552-	0.304391757858	0.594468993422
290	chr17:46266611-46266694+	NoOverlap	chr17	46266611	46266694	+	10.6029285714	28	0.686	0.373435714286	10.2294928571	NA	0.303583454244	0.961155046399
291	chr17:68205988-68206221-	NoOverlap	chr17	68205988	68206221	-	2.40476794872	78	0.2873	3.74367692308	-1.33890897436	NA	0.303436214388	0.571583149845
292	chr17:46771771-46771920+	NoOverlap	chr17	46771771	46771920	+	2.792028	50	0.2849	1.615342	1.176686	NA	0.303341548532	0.595917574414
293	chr17:6015219-6015257+	NoOverlap	chr17	6015219	6015257	+	2.4837	13	0.11	-2.44196153846	4.92566153846	NA	0.302649953922	0.59214235606
294	chr17:26982160-26982213+	NoOverlap	chr17	26982160	26982213	+	7.84336111111	18	0.1956	4.94194444444	2.90141666667	NA	0.302390341494	0.480393795135
295	chr17:7885147-7885194-	NoOverlap	chr17	7885147	7885194	-	3.08363125	16	0.1656	1.19071875	1.8929125	NA	0.302051118589	0.439788438247
296	chr17:40072422-40072529+	NoOverlap	chr17	40072422	40072529	+	1.42474166667	36	0.9891	0.327555555556	1.09718611111	NA	0.301460277944	0.526250150048
297	chr17:1400186-1400305-	NoOverlap	chr17	1400186	1400305	-	0.6112125	40	0.9913	0.4868625	0.12435	NA	0.300830138281	0.497444823409
298	chr17:48626254-48626385+	NoOverlap	chr17	48626254	48626385	+	0.811384090909	44	0.9266	-1.5958	2.40718409091	NA	0.300783207457	0.651568640105
299	chr17:28506210-28506317+	NoOverlap	chr17	28506210	28506317	+	1.39674444444	36	0.9908	0.441827777778	0.954916666667	NA	0.300653188137	0.517972942539
300	chr17:49050882-49050911-	NoOverlap	chr17	49050882	49050911	-	8.06107	10	0.9901	-14.45024	22.51131	NA	0.299671407948	1.04375409704
301	chr17:42223380-42223415+	NoOverlap	chr17	42223380	42223415	+	7.15101666667	12	0.994	-10.9552583333	18.106275	NA	0.298889379983	1.05900085948
302	chr17:78106124-78106174+	NoOverlap	chr17	78106124	78106174	+	9.04122941176	17	0.9337	-0.218088235294	9.25931764706	NA	0.298689150214	0.837634076708
303	chr17:64505540-64505638+	NoOverlap	chr17	64505540	64505638	+	3.69761515152	33	0.9349	2.08218787879	1.61542727273	NA	0.298381781264	0.525755595254
304	chr17:36993411-36993542+	NoOverlap	chr17	36993411	36993542	+	0.345981818182	44	0.9689	0.360677272727	-0.0146954545455	NA	0.298372419006	0.513247424921
